Join_ID,class,sum_class_code,sum_Area_SQUAREKILOMETERS,Polygon_Count
79,Residential,0.984390632512123,3.177008007793225,4
79,Residual Sub Area,0.000693633194551,0.000098504654101,1
80,Residential,1.000625272343166,0.503267622204904,5
81,Industrial,0.001050681128430,0.000644371183978,1
81,Residential,1.000584625647157,3.051269450534654,6
82,Residential,1.010874808196750,2.069952779523314,4
82,Residual Sub Area,0.000017598690797,0.000014947424263,2
83,Residential,0.999445893762510,0.271864073514099,5
84,Residential,1.026339600729077,2.339965593841076,4
84,Residual Sub Area,0.076298244826146,0.004927736966568,1
85,Residential,0.000528496828436,0.002072347822206,1
85,Residual Sub Area,4.004881447294698,2.659286010916716,5
86,Major Park,0.000000048258157,0.000000185586763,1
86,Residential,0.999995304981630,0.269158181854342,3
87,Major Park,0.000007266014910,0.000037046932099,1
87,Residential,1.007586110780159,4.020988980621432,4
88,Major Park,0.000000255354049,0.000001264573847,1
88,Residential,0.993053951300146,1.241707423558443,4
89,Residential,0.999468809026753,0.942474580732236,6
90,Residential,0.999362009090422,1.556748450109894,6
91,Residential,1.037807648015912,5.447480309535588,8
91,Residual Sub Area,0.117695416967062,0.110381901921514,1
92,Residential,1.018961997543206,6.120346885991842,4
92,Residual Sub Area,0.000010053402765,0.000007151442562,1
93,Residential,1.003377770770139,6.292454110623313,5
93,Residual Sub Area,0.021549885029053,0.093381478618305,1
94,Residential,0.994507225220938,1.062435970176261,7
95,Residential,0.999428369774116,3.206633116677675,5
96,Residential,0.009508670420100,0.029127158890910,2
96,Residual Sub Area,3.995058139021131,1.476813779826133,4
97,Major Park,0.000065110998707,0.000220539128043,1
97,Residential,0.993082875552830,2.221669713257350,4
97,Residual Sub Area,0.000010016069116,0.000009412625734,1
98,Industrial,1.990838097234356,1.306480770157882,1
98,Residential,0.000616432486349,0.001911791841665,2
98,Residual Sub Area,0.005760209852548,0.004746514509054,2
99,Residential,0.000000692842086,0.000002544867275,2
99,Residual Sub Area,3.999840257233922,1.878091003579438,2
100,Residential,1.001892768100327,1.563304155111933,5
100,Residual Sub Area,0.000000026991833,0.000000045829613,1
101,Industrial,2.000019881628317,2.538996482291267,4
101,Residential,0.000000670434575,0.000002199247076,2
102,Industrial,0.000030954984206,0.000020316378218,1
102,Residential,0.997959094631576,4.379017806629365,7
103,Major Park,0.000423031385866,0.002155401521484,1
103,Residential,0.946580484912187,4.643078938648380,5
104,Residential,0.000000257401279,0.000001536191279,2
104,Residual Sub Area,3.999991368144284,0.884165319804050,1
105,Residential,1.000026892101009,3.502434142738859,5
106,Residential,1.055640416757145,3.816173818045694,7
107,Residential,0.604032521078036,2.507247450496862,6
108,Industrial,0.008313830070589,0.005456492349168,1
108,Residential,0.998960987335070,2.730690005144214,4
109,Major Park,0.000000350758062,0.000001787644631,1
109,Residential,0.913099395767883,0.488963281667495,5
110,Industrial,2.958438203856625,1.925908277088975,2
111,Residential,0.999091199906823,0.383945171693526,4
112,Major Park,2.988945872898499,0.870028357054876,1
112,Residential,0.009423601650367,0.011963963684592,4
112,Residual Sub Area,0.000185839097234,0.000024280436789,1
113,Residential,0.999419376591108,2.392412048410383,5
113,Residual Sub Area,0.001268455922701,0.001045091593543,1
114,Industrial,1.590474557039236,4.349070429847790,5
115,Industrial,1.980926799722608,1.199774093357381,4
115,Residential,0.000076790734647,0.000318893383446,1
115,Residual Sub Area,0.005258385218144,0.000532453703661,2
116,Industrial,0.000000188348417,0.000000408526915,1
116,Residential,0.000001558082005,0.000003027462177,1
116,Residual Sub Area,3.999993747293553,1.452019192229789,2
117,Industrial,0.000125675383288,0.000051902417922,1
117,Major Park,0.000000028636404,0.000000109912985,1
117,Residential,1.001678752494390,3.269786420197577,7
118,Residential,1.057995361683936,1.096991017910041,7
119,Industrial,1.999098176324128,1.382608631179960,4
119,Residential,0.000012242307770,0.000030548793301,2
120,Industrial,0.003944178097744,0.002403122028652,3
120,Residential,1.000259531030221,4.150326763166880,5
120,Residual Sub Area,0.002445570104927,0.000247087288564,1
121,Major Park,0.000001083733844,0.000005522128994,1
121,Residential,0.990404186160536,5.206680330356331,7
122,Industrial,0.001096761511338,0.009512054778313,1
122,Residual Sub Area,4.008163223390234,8.052255819366476,3
123,Residential,0.980973900522070,2.426439854322731,6
124,Industrial,2.040809713732243,2.899517153706893,7
124,Residential,0.000000433448071,0.000001792248940,2
124,Residual Sub Area,0.000001868743966,0.000000262459572,1
125,Industrial,1.993156304238955,1.119157328580213,2
125,Residential,0.005018452845282,0.008019801164846,1
126,Industrial,2.004407739675986,0.510413338042438,4
126,Residential,0.000141421972025,0.000225992153917,1
127,Residential,1.001045115145968,1.328438143465163,6
128,Major Park,0.000217465969897,0.000736281370981,1
128,Residential,2.003235954292916,2.911662937362085,9
129,Residential,0.999918912584549,1.961255528904988,7
130,Residential,1.010874160843421,0.941004959282952,8
131,Major Park,0.000000479059671,0.000001850956557,1
131,Residential,0.999732675258137,1.830709361656547,4
132,Industrial,0.000059808001125,0.000036783396173,2
132,Residential,0.999679102881123,2.022166331576633,3
133,Major Park,0.000082712075773,0.000421581655465,1
133,Residential,0.973462194412091,1.868487075995761,3
134,Industrial,1.248462247841175,2.314016461143491,5
134,Residential,0.157684564371043,0.550908738774345,4
134,Residual Sub Area,4.014759088308614,6.799320918848875,2
135,Industrial,2.182842170300012,4.348766398125957,4
136,Industrial,0.000239879092529,0.000548339068457,1
136,Residential,0.999763986476721,0.506022586860970,5
137,Major Park,0.000000126753999,0.000000485361805,1
137,Residential,0.999348817562450,2.891157411281846,4
138,Industrial,0.000000686687873,0.000000681759478,1
138,Major Park,0.000000413493578,0.000001603329690,1
138,Residential,0.999540066601473,4.767148926354977,3
139,Residential,0.999998322706819,5.826588207971143,2
139,Residual Sub Area,0.000002867098434,0.000001130577863,3
140,Residential,1.002964330850468,2.362702829035285,8
141,Residential,0.992492953783187,4.979370096299644,4
142,Residential,2.489469991370369,7.972330043412872,5
142,Residual Sub Area,4.000118921860655,1.976252741171625,3
143,Major Park,0.000207986396624,0.000704282465424,1
143,Residential,0.999527261109555,1.155430264349611,4
144,Residential,0.000385779962361,0.001374102680014,1
144,Residual Sub Area,3.999061943376222,5.287785591990431,2
145,Industrial,0.000001851363280,0.000001207874351,1
145,Residual Sub Area,4.020578305234474,2.635821420774305,4
146,Residential,0.999001894929404,4.301828833214874,8
147,Residential,1.012805995798906,4.905555413074645,8
148,Residential,0.000042499321317,0.000253778715272,1
148,Residual Sub Area,1.215181688018437,0.078487609633421,2
149,Residential,0.999996974609909,0.952214585102792,4
150,Industrial,0.009781264039611,0.030513748329156,2
150,Residential,0.999965806512831,2.179262334795750,3
151,Residential,1.144037579659165,2.773251196155652,8
152,Major Park,2.997956042088513,15.278164313818422,1
152,Residential,0.127446868861415,0.323125468170459,15
153,Industrial,1.994814116014515,1.279107576290605,3
153,Residential,0.000157479630070,0.000369784625240,2
154,Industrial,1.995513420687032,4.188967366284949,4
154,Residential,0.007521925361606,0.031715192266899,3
155,Residential,0.995705013350104,1.865200538569528,5
156,Residential,0.988735030920058,1.151175735372184,5
157,Residential,0.988393549007231,0.814020623816211,6
158,Residential,0.999375098554658,0.681175315550521,6
159,Major Park,0.000000300244229,0.000001163030688,1
159,Residential,0.999996668772263,1.418364295253339,4
160,Residential,0.999998633629557,1.800748883466511,5
161,Residential,2.100653022323197,6.193833133731288,6
161,Residual Sub Area,4.000000558020345,3.918768689324541,2
162,Industrial,0.000000034956693,0.000000074885743,1
162,Residential,1.858853673880261,7.134784637931472,4
162,Residual Sub Area,3.999993280162793,12.954999999480556,1
163,Residential,0.998346328993731,0.521413248186129,7
164,Industrial,0.000525893988295,0.001006649590012,2
164,Residential,0.997431009283220,0.983445029105473,3
165,Residual Sub Area,3.980928010374990,11.569196903166082,3
166,Industrial,0.015290993155294,0.011301005217826,3
166,Residual Sub Area,3.994000823599969,0.786476587906125,2
167,Industrial,0.000620599069008,0.000663902429191,1
167,Residential,1.000869541678715,1.368743033521241,8
168,Residential,0.529936875154338,1.584034616690263,4
169,Industrial,0.000959736488029,0.000961490826881,3
169,Residential,0.998181103575824,3.013610543511723,5
170,Industrial,1.985956718341113,2.736987926382804,4
171,Industrial,2.011843918327300,2.310505691606650,4
171,Residential,0.000077744820615,0.000303290359076,2
172,Residential,1.000500619390068,2.047814235011562,8
173,Major Park,0.000477392581452,0.001617391113470,1
173,Residential,1.004267175743376,2.418564872845627,3
173,Residual Sub Area,0.000002051723215,0.000001925771725,1
174,Residential,0.998587037424462,1.786845662841740,9
175,Residential,0.805256652151169,3.719304459120026,5
176,Residential,1.001866907862061,1.482035007790198,8
177,Industrial,0.000001321398699,0.000000865371896,1
177,Residential,2.002077758920224,4.635440365711097,4
178,Residential,0.997054898396223,1.205172539134401,3
179,Residential,0.003528331677528,0.015654611855088,4
179,Residual Sub Area,3.980554642113774,1.967615507923449,1
180,Residential,0.000855381215803,0.002687488614817,1
180,Residual Sub Area,2.400307418656363,0.199594514916658,1
181,Residential,0.993353711257641,1.947515514320368,5
182,Industrial,0.012661613045784,0.007669830774412,4
182,Residential,0.000000137072365,0.000000571020944,1
182,Residual Sub Area,4.007358189988464,0.562190270260847,2
183,Industrial,0.002556816705695,0.001549053093103,2
183,Residential,0.000024983189964,0.000103741575714,1
183,Residual Sub Area,3.984926197004002,0.402699156054126,2
184,Residential,0.999147168893999,2.806528226019131,3
184,Residual Sub Area,0.000011908774754,0.000015751184071,1
185,Residential,1.002014892758026,2.317425497406782,5
186,Industrial,0.000035637491349,0.000081506179106,1
186,Residential,1.009106015159999,0.645003274819225,6
187,Industrial,2.011605698787363,2.436414740258795,2
187,Residential,0.000034506985347,0.000075406731486,3
188,Residential,0.999595978835585,0.535077606111745,6
189,Major Park,0.000013834619066,0.000046880198371,1
189,Residential,0.999856876804064,0.424013464839541,5
190,Residential,1.000000564190764,2.641779441631653,3
191,Residential,1.000747159994017,0.582745513979023,5
192,Residential,0.999204709731742,5.610402003058243,9
193,Residential,0.998765349130458,3.599145053229934,3
194,Major Park,0.000007662526866,0.000025947658905,1
194,Residential,1.019656838884632,0.305057300469201,4
195,Residential,1.000391358615818,0.516159048056405,5
196,Residential,1.000761346979605,1.160665401416725,6
197,Residential,1.006282411439613,1.081496713875855,5
198,Residential,0.236065582245084,0.636817619581322,2
198,Residual Sub Area,0.000000051656331,0.000000020861433,1
199,Residential,1.000263202982173,0.449842156457657,5
200,Residential,0.999656978542422,0.987611292802203,6
201,Residential,0.993327751313499,0.282713373521142,3
202,Industrial,1.999345874859572,1.532806537312186,1
202,Residential,0.004323911892079,0.006125173839583,5
202,Residual Sub Area,0.000164462441113,0.000278518520800,1
203,Residential,1.001900114099838,0.666379311940701,4
204,Industrial,1.996716372797862,2.219937400374131,3
204,Residential,0.000056934397492,0.000235628362425,1
205,Industrial,1.981629981926448,7.646407139569030,6
206,Residential,0.942464669309376,1.794325602981707,7
207,Residential,0.999986415815460,1.843871947742933,4
208,Residential,0.992417940098920,0.352765002251698,6
209,Industrial,0.000465327991118,0.000517201261221,4
209,Residential,0.989692526931137,4.096679093102222,2
209,Residual Sub Area,0.000002968763519,0.000000416182258,1
210,Industrial,1.999571499715736,1.464679668122310,3
210,Residential,0.000058816128659,0.000147576830327,2
211,Industrial,1.998464605470680,2.138011210402122,2
211,Residential,0.000947812200541,0.001145866915944,3
212,Industrial,2.006901169516424,2.314931210819072,6
212,Residential,0.000114961118333,0.000303774000628,1
213,Industrial,1.994275706594338,1.949678368262491,3
213,Residential,0.000526744892378,0.001390341318686,4
214,Residential,0.999907998320316,2.952080349329533,7
215,Residential,1.032367118498388,3.275283932640307,2
215,Residual Sub Area,7.911927982654469,4.197483419105555,3
216,Major Park,0.006370273003529,0.001854398724715,1
216,Residential,0.980057678410186,2.217702106936665,4
216,Residual Sub Area,0.000122717577410,0.000016034728482,1
217,Residential,1.001612813766674,3.658252410310559,7
218,Major Park,2.999997299126924,11.607789611014482,1
218,Residential,0.000006740163995,0.000010324711375,10
219,Residential,0.992609891737641,0.811766569477642,5
220,Major Park,0.000128681789301,0.000655650022507,1
220,Residential,0.052104531044255,0.219355721980380,2
221,Residential,0.999268424156036,0.362826696866448,6
222,Industrial,0.000171361099002,0.000531947006380,2
222,Major Park,0.000000246210946,0.000000945775624,1
222,Residential,1.000822693511753,3.204112065440006,4
223,Residential,0.058423155853726,0.184156451403446,3
223,Residual Sub Area,4.207979999299024,5.127625698062601,3
224,Major Park,0.000008487418031,0.000043233773608,1
224,Residential,0.998528299430483,2.800707785688860,4
225,Industrial,1.990531970155427,1.952976577771665,6
225,Residential,0.000000087510746,0.000000418112446,1
226,Major Park,0.000000723566132,0.000003695206718,1
226,Residential,1.001577713618472,2.866574282367671,5
227,Industrial,1.999814877201961,2.389481267069846,5
228,Residential,0.999999577435649,2.625334777837860,5
229,Residential,1.000101630536656,0.864173587278792,6
230,Residential,0.997829063406439,4.524231752148803,5
231,Major Park,0.000001777695701,0.000006009124731,1
231,Residential,0.988494556310542,0.372045975966893,2
232,Residential,0.941645475796231,0.537923390890308,4
233,Residential,0.855201185233635,5.106112112144146,4
233,Residual Sub Area,0.064165518508703,0.006559374391969,2
234,Residential,0.997433552355697,0.885686707530124,5
235,Industrial,0.000001531618614,0.000001495898056,1
235,Residential,0.999997509657240,1.212349217782249,2
236,Industrial,1.998871906356536,1.225887179528995,2
236,Residential,0.000594684113727,0.001565643023732,4
237,Industrial,1.951201303061089,0.263774059714313,3
238,Industrial,0.002348867339699,0.001502112471302,2
238,Residential,0.991641631072565,1.326508449064206,6
239,Residential,0.981613672799907,6.344798951262831,4
239,Residual Sub Area,0.001668645233879,0.000963050166720,1
240,Major Park,0.000000261707542,0.000001014270704,1
240,Residential,0.998126984566854,1.559287532918962,4
241,Residential,0.998283866367974,1.178249194447387,6
242,Industrial,2.009591265718700,0.555016889935656,5
243,Residential,1.235785135509569,0.847871811378072,5
243,Residual Sub Area,8.517331042127161,1.143403432285464,4
244,Industrial,2.028301070691599,3.639723117521995,7
244,Residential,0.000000087739594,0.000000364085902,1
245,Industrial,1.998618171150045,3.956015590321402,5
246,Residential,0.977596447208046,4.072015449138244,5
247,Residential,1.000096868012480,1.076304892306495,5
248,Residential,0.999811964798861,3.445647387281733,6
248,Residual Sub Area,0.000136757522517,0.000064230328294,1
249,Industrial,0.000043057800972,0.000373468401865,1
249,Residential,1.000281777058091,4.825045879344724,6
250,Industrial,0.000000134693024,0.000000339878224,2
250,Residential,0.958884854854691,1.877146270504984,3
251,Residential,0.999998779917999,1.612063136103224,3
251,Residual Sub Area,3.999994071580775,0.529751670546060,3
252,Industrial,0.000000746480749,0.000000948928192,1
252,Residential,0.986189423815098,5.526650295267866,6
252,Residual Sub Area,0.000003784398153,0.000000501518504,1
253,Residential,1.000421590950980,1.417699278566406,5
254,Industrial,2.007793796931734,4.359355893120648,3
254,Residential,0.999995604081991,1.200034546062217,4
254,Residual Sub Area,0.000002107504525,0.000000765634910,1
255,Industrial,2.000003382722256,5.436297358012185,6
255,Residential,0.000002071624845,0.000004574031414,2
256,Residential,0.949017904297213,3.793361388746592,4
257,Residential,1.836225768547901,4.175760629603634,2
257,Residual Sub Area,4.000002919771506,2.631842618273521,3
258,Residential,1.015785888059710,6.869616423428280,6
258,Residual Sub Area,0.019444169768112,0.009610247582323,2
259,Residential,0.000000065259739,0.000000094028316,1
259,Residual Sub Area,3.999984077016717,0.831657120018726,2
260,Residential,1.012745791546049,2.915764639220058,5
261,Major Park,0.000570410362860,0.002908906511175,1
261,Residential,1.001323535018208,8.259895626085381,8
262,Industrial,0.000000378202678,0.000000369218528,1
262,Residential,1.000001756025163,2.156768726375283,5
263,Industrial,1.993188278353307,0.255342106651926,3
264,Major Park,0.000011009222243,0.000003207258547,1
264,Residential,0.002546422149470,0.003047011364702,2
264,Residual Sub Area,3.480932771688588,0.454840296559053,2
265,Residential,0.534217260320085,0.641340478027006,4
266,Industrial,0.000000280868098,0.000000339664519,1
266,Residential,0.999997364942042,1.888777000543469,6
267,Residential,0.116051519562879,0.502204376185895,5
267,Residual Sub Area,3.998101939474199,2.305925375534887,1
268,Residential,0.052613290242539,0.141925304155783,1
269,Industrial,0.000000177825545,0.000000406492842,1
269,Residential,1.007254780844213,2.945168516334938,10
270,Residual Sub Area,4.012586920894800,2.679619373384619,4
271,Residential,0.825468206756956,3.989486983770326,4
271,Residual Sub Area,0.000087765293952,0.000380444208696,1
272,Industrial,1.999631523630688,1.891842471887724,4
272,Residential,0.000113603024282,0.000327677118952,3
273,Residential,1.006078762045808,6.035788809071507,4
273,Residual Sub Area,0.000000195121224,0.000000844237269,1
274,Residential,0.995535374273619,1.323060800595858,4
275,Residual Sub Area,3.984533102504015,2.689201071256799,2
276,Industrial,0.004020505519919,0.008431754012112,2
276,Residential,1.000224767932714,4.062054697001034,5
277,Residential,0.997778504740623,2.057228879311205,4
277,Residual Sub Area,0.000000051417717,0.000000041749536,2
278,Industrial,0.004623833575357,0.014424370077427,2
278,Residential,1.006177489661122,4.123550898230445,7
279,Industrial,1.966023017266245,6.133517901944177,5
280,Major Park,0.000037871003157,0.000193062133378,1
280,Residential,0.999759242930676,5.065909631879069,4
281,Industrial,0.000660853383249,0.001681525112674,2
281,Major Park,0.000002080271508,0.000010582976531,1
281,Residential,1.002352499568524,6.448884177841119,4
282,Residual Sub Area,3.999995035987783,2.665221981761162,2
283,Industrial,1.994443189554569,17.291749491248808,4
283,Residential,0.000568831953275,0.002217347734880,4
283,Residual Sub Area,0.027822005386753,0.077295006249633,3
284,Industrial,0.000000053454384,0.000000043901713,1
284,Residential,0.358714579976811,1.315510465778102,2
284,Residual Sub Area,3.984840446007354,6.512155858202856,1
285,Residential,1.000974678961518,2.709530921164948,5
286,Residential,0.979493926472706,4.344827436294920,4
287,Residential,0.475829821790785,1.283436559478273,3
287,Residual Sub Area,3.999990216308571,1.616370023921875,1
288,Residential,0.999726621056254,3.957338418419141,2
288,Residual Sub Area,0.000003601496960,0.000004588313151,1
289,Residential,3.118467636888250,8.043965511606558,6
289,Residual Sub Area,7.975842181248182,3.499963940725304,2
290,Industrial,2.001862614004122,20.579757992819449,10
291,Industrial,2.000966970139356,4.571752375682145,5
291,Residential,0.005975787225398,0.004184325826864,6
292,Residential,1.005434396957715,0.374268145203085,4
